task,sample_id,split,source_dataset,difficulty,notes,model_name,model_id,condition,base_condition,perturbation,image_path,prompt,expected_value,tolerance,measurement_text,measurement_value,predicted_text,predicted_value,parse_ok,error,abs_error,exact,within_tolerance,follow_injected
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,grid,grid,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\grid\angle_092.png,Estimate the angle in degrees between the two main rays in this grid-labeled image. Answer with a single number.,157.7000,5.0000,,,45,45.0000,1,-112.7000,112.7000,0.0000,0.0000,0.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels,pixels,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_092.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",157.7000,5.0000,A classical CV tool estimated the angle as 18.8 degrees.,18.8144,18.8,18.8000,1,-138.9000,138.9000,0.0000,0.0000,0.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m10,pixels,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_092_delta_m10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",157.7000,5.0000,A classical CV tool estimated the angle as 8.8 degrees.,8.8144,8.8,8.8000,1,-148.9000,148.9000,0.0000,0.0000,1.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m5,pixels,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_092_delta_m5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",157.7000,5.0000,A classical CV tool estimated the angle as 13.8 degrees.,13.8144,13.8,13.8000,1,-143.9000,143.9000,0.0000,0.0000,1.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p10,pixels,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_092_delta_p10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",157.7000,5.0000,A classical CV tool estimated the angle as 28.8 degrees.,28.8144,28.8,28.8000,1,-128.9000,128.9000,0.0000,0.0000,1.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p5,pixels,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_092_delta_p5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",157.7000,5.0000,A classical CV tool estimated the angle as 23.8 degrees.,23.8144,23.8,23.8000,1,-133.9000,133.9000,0.0000,0.0000,1.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,raw,raw,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_092.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number.,157.7000,5.0000,,,120,120.0000,1,-37.7000,37.7000,0.0000,0.0000,0.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,som,som,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\som\angle_092.png,Estimate the angle in degrees at marker 1 between the segments pointing toward markers 2 and 3. Answer with a single number.,157.7000,5.0000,,,45,45.0000,1,-112.7000,112.7000,0.0000,0.0000,0.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text,text,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_092.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 18.8 degrees.,157.7000,5.0000,A classical CV tool estimated the angle as 18.8 degrees.,18.8144,270,270.0000,1,112.3000,112.3000,0.0000,0.0000,0.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m10,text,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_092.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 8.8 degrees.,157.7000,5.0000,A classical CV tool estimated the angle as 8.8 degrees.,8.8144,8.8,8.8000,1,-148.9000,148.9000,0.0000,0.0000,1.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m5,text,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_092.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 13.8 degrees.,157.7000,5.0000,A classical CV tool estimated the angle as 13.8 degrees.,13.8144,13.8,13.8000,1,-143.9000,143.9000,0.0000,0.0000,1.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p10,text,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_092.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 28.8 degrees.,157.7000,5.0000,A classical CV tool estimated the angle as 28.8 degrees.,28.8144,360,360.0000,1,202.3000,202.3000,0.0000,0.0000,0.0000
angle,angle_092,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=6; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p5,text,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_092.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 23.8 degrees.,157.7000,5.0000,A classical CV tool estimated the angle as 23.8 degrees.,23.8144,24,24.0000,1,-133.7000,133.7000,0.0000,0.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both,both,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_093.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 160.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 160.1 degrees.,160.0653,160.1,160.1000,1,4.4000,4.4000,0.0000,1.0000,0.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m10,both,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_093_delta_m10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 150.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 150.1 degrees.,150.0653,150.1,150.1000,1,-5.6000,5.6000,0.0000,0.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m5,both,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_093_delta_m5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 155.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 155.1 degrees.,155.0653,155.1,155.1000,1,-0.6000,0.6000,0.0000,1.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p10,both,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_093_delta_p10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 170.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 170.1 degrees.,170.0653,170.1,170.1000,1,14.4000,14.4000,0.0000,0.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p5,both,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_093_delta_p5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 165.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 165.1 degrees.,165.0653,165.1,165.1000,1,9.4000,9.4000,0.0000,0.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,cot,cot,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_093.png,"Estimate the angle in degrees between the two main rays in the image. Answer with a single number. Think step by step, then place the final number on the last line.",155.7000,5.0000,,,"To estimate the angle between the two main rays in the image, let's follow these steps:

1. Identify the two main rays:
   - The top ray is orange.
   - The bottom ray is pink.

2. Determine the direction of rotation:
   - The orange ray points upwards.
   - The pink ray points downwards.

3. Calculate the angle:
   - The angle between the top ray (orange) and the bottom ray (pink) is 90 degrees",90.0000,1,-65.7000,65.7000,0.0000,0.0000,0.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,grid,grid,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\grid\angle_093.png,Estimate the angle in degrees between the two main rays in this grid-labeled image. Answer with a single number.,155.7000,5.0000,,,120,120.0000,1,-35.7000,35.7000,0.0000,0.0000,0.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels,pixels,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_093.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",155.7000,5.0000,A classical CV tool estimated the angle as 160.1 degrees.,160.0653,160.1,160.1000,1,4.4000,4.4000,0.0000,1.0000,0.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m10,pixels,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_093_delta_m10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",155.7000,5.0000,A classical CV tool estimated the angle as 150.1 degrees.,150.0653,150.1,150.1000,1,-5.6000,5.6000,0.0000,0.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m5,pixels,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_093_delta_m5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",155.7000,5.0000,A classical CV tool estimated the angle as 155.1 degrees.,155.0653,155.1,155.1000,1,-0.6000,0.6000,0.0000,1.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p10,pixels,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_093_delta_p10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",155.7000,5.0000,A classical CV tool estimated the angle as 170.1 degrees.,170.0653,170.1,170.1000,1,14.4000,14.4000,0.0000,0.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p5,pixels,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_093_delta_p5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",155.7000,5.0000,A classical CV tool estimated the angle as 165.1 degrees.,165.0653,165.1,165.1000,1,9.4000,9.4000,0.0000,0.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,raw,raw,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_093.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number.,155.7000,5.0000,,,120,120.0000,1,-35.7000,35.7000,0.0000,0.0000,0.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,som,som,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\som\angle_093.png,Estimate the angle in degrees at marker 1 between the segments pointing toward markers 2 and 3. Answer with a single number.,155.7000,5.0000,,,150,150.0000,1,-5.7000,5.7000,0.0000,0.0000,0.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text,text,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_093.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 160.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 160.1 degrees.,160.0653,160,160.0000,1,4.3000,4.3000,0.0000,1.0000,0.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m10,text,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_093.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 150.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 150.1 degrees.,150.0653,150,150.0000,1,-5.7000,5.7000,0.0000,0.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m5,text,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_093.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 155.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 155.1 degrees.,155.0653,155.1,155.1000,1,-0.6000,0.6000,0.0000,1.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p10,text,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_093.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 170.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 170.1 degrees.,170.0653,170,170.0000,1,14.3000,14.3000,0.0000,0.0000,1.0000
angle,angle_093,synthetic,synthetic_angle,extreme,clutter_segments=4; nuisance_shapes=7; dark_distractors=0; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p5,text,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_093.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 165.1 degrees.,155.7000,5.0000,A classical CV tool estimated the angle as 165.1 degrees.,165.0653,165,165.0000,1,9.3000,9.3000,0.0000,0.0000,1.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both,both,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_094.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 157.3 degrees.,158.4000,5.0000,A classical CV tool estimated the angle as 157.3 degrees.,157.2893,157.3,157.3000,1,-1.1000,1.1000,0.0000,1.0000,0.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m10,both,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_094_delta_m10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 147.3 degrees.,158.4000,5.0000,A classical CV tool estimated the angle as 147.3 degrees.,147.2893,147.3,147.3000,1,-11.1000,11.1000,0.0000,0.0000,1.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m5,both,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_094_delta_m5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 152.3 degrees.,158.4000,5.0000,A classical CV tool estimated the angle as 152.3 degrees.,152.2893,152.3,152.3000,1,-6.1000,6.1000,0.0000,0.0000,1.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p10,both,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_094_delta_p10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 167.3 degrees.,158.4000,5.0000,A classical CV tool estimated the angle as 167.3 degrees.,167.2893,167.3,167.3000,1,8.9000,8.9000,0.0000,0.0000,1.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p5,both,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_094_delta_p5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 162.3 degrees.,158.4000,5.0000,A classical CV tool estimated the angle as 162.3 degrees.,162.2893,162.3,162.3000,1,3.9000,3.9000,0.0000,1.0000,1.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,cot,cot,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_094.png,"Estimate the angle in degrees between the two main rays in the image. Answer with a single number. Think step by step, then place the final number on the last line.",158.4000,5.0000,,,"To estimate the angle between the two main rays in the image, let's follow these steps:

1. Identify the two main rays:
   - The first ray is the one extending from the top-left corner to the bottom-right.
   - The second ray is the one extending from the top-right corner to the bottom-left.

2. Determine the direction of each ray:
   - The first ray moves from left to right and up to down.
   - The second ray moves from",2.0000,1,-156.4000,156.4000,0.0000,0.0000,0.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,grid,grid,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\grid\angle_094.png,Estimate the angle in degrees between the two main rays in this grid-labeled image. Answer with a single number.,158.4000,5.0000,,,135,135.0000,1,-23.4000,23.4000,0.0000,0.0000,0.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels,pixels,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_094.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",158.4000,5.0000,A classical CV tool estimated the angle as 157.3 degrees.,157.2893,157.3,157.3000,1,-1.1000,1.1000,0.0000,1.0000,0.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m10,pixels,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_094_delta_m10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",158.4000,5.0000,A classical CV tool estimated the angle as 147.3 degrees.,147.2893,147.3,147.3000,1,-11.1000,11.1000,0.0000,0.0000,1.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m5,pixels,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_094_delta_m5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",158.4000,5.0000,A classical CV tool estimated the angle as 152.3 degrees.,152.2893,152.3,152.3000,1,-6.1000,6.1000,0.0000,0.0000,1.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p10,pixels,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_094_delta_p10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",158.4000,5.0000,A classical CV tool estimated the angle as 167.3 degrees.,167.2893,167.3,167.3000,1,8.9000,8.9000,0.0000,0.0000,1.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p5,pixels,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_094_delta_p5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",158.4000,5.0000,A classical CV tool estimated the angle as 162.3 degrees.,162.2893,162.3,162.3000,1,3.9000,3.9000,0.0000,1.0000,1.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,raw,raw,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_094.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number.,158.4000,5.0000,,,120,120.0000,1,-38.4000,38.4000,0.0000,0.0000,0.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,som,som,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\som\angle_094.png,Estimate the angle in degrees at marker 1 between the segments pointing toward markers 2 and 3. Answer with a single number.,158.4000,5.0000,,,150,150.0000,1,-8.4000,8.4000,0.0000,0.0000,0.0000
angle,angle_094,synthetic,synthetic_angle,extreme,clutter_segments=5; nuisance_shapes=5; dark_distractors=1; ray_thickness=10,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text,text,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_094.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 157.3 degrees.,158.4000,5.0000,A classical CV tool estimated the angle as 157.3 degrees.,157.2893,157.3,157.3000,1,-1.1000,1.1000,0.0000,1.0000,0.0000
